draft_num,draft_year,name,report
21,2012,Mark Jankowski,"Largely ignored by possible Canadian Major Junior leagues since he was much smaller, but then when he suddenly shot up in size, his skills weren't defined. Now he is a draft wild card that may even sneak in tho the early round. He has super-strong hockey bloodlines, as his great uncle is Red Kelly, his grandfather was a long time pro player then scout, his father was a college player and coach, and his uncle was a Montreal scout and assistant GM. Skilled center with excellent vision, poise, and speed. He hands the puck off as well as any prospect in this draft year. If he was born a couple days later, he would have had to wait until the 2013 draft to hear his name. High character athlete with a hungry competitive nature, and strong work ethic. Good stick and good hands, and skates with a smooth, long stride. Rising prospect may reap high rewards a few years down the line."
14,2012,Zemgus Girgensons,"A tough, skilled center who has an excellent scoring touch, great hockey sense, and soft hands. The Latvian born import projects as a power forward who can finish but excels in generating offense through his set-ups. He is a player who shows up every night and gives it all, with skills and feet that make him strong on the puck. In a draft year where defensemen clearly outweigh forwards in terms of polished players, he stands out in his class as a guy with significant upside as a potential two-way dominant center. He is at the very least three or four years from being NHL ready, so teams without immediate needs should hope that he is passed on by those looking for quicker additions to their roster."
16,2012,Thomas Wilson,"Punishing wing with decent hands and promise in slot anchoring. Skating is a work in progress but his impact as an imposing offensive corner punisher is undeniable. Not destined to be a 20-goal NHLer, but will have merit down low and in front, as he brings nastiness and grit."
11,2012,Filip Forsberg,"Another player who cemented his early selection after a terrific showing at the Ivan Hlinka Tourney.  One of the best younger players available, he possesses exceptional playing strength that allows him to play all phases with noticeable magnetism. He clearly is a finisher, but what stands out is his willingness to play with snarl in battle areas and even shows physicality beyond his age. His true talent lies in his strong stride, hands, and snap shot. Needs to add quickness and a stronger first step. Unfazed by contact, he continues rolling through opposing obstacles. May have huge upside as he continues to build his strength and game."
24,2012,Malcolm Subban,Brother of Habs defenseman
10,2012,Slater Koekkoek,"A taller player who has a nice size/strength ratio, and ability to jump into the rush. He is capable of adding intense snarl if appropriate, but tends to stick to the business. He is surprisingly quick for a bigger man with mobility and a very fluid stride. Displays good vision on the offensive power play.  He plays a safe game within his present abilities, but can surprise defenders with his speed from the point. He is certainly a prospect with plenty of room for growth and improvement. He already shows a hard quick shot. Koekkoek is a sleeper due to the fact that he didn't receive an invitation to the RDO camp, despite the fact his performance at the Ivan Hlinka tourney was outstanding. Their step-child treatment of him may result in some team getting a huge value later than our projection."
13,2012,Radek Faksa,"A ""veteran"" from the Czech U-20 league, who transplanted in the OHL with Kitchener. He is a versatile two-way player who is excellent with the puck as well as when going after it. Has above good straight line speed, passing and finishing skills. Despite some balance issues, he is strong on the puck, and a willing wall worker, who is good in traffic. A character player with good instincts, drive to the end, and willingness to work the wall. As with many youngsters, he needs to get stronger and improve his lateral skating and agility. He already shows good defensive zone commitment and is closer to NHL duty than most other forwards that will get selected in the first round."
7,2012,Mathew Dumba,"Strong wide-based skater whose knees and feet seem to never stop moving while in motion. A player who relishes collisions with opposing forwards.  Consistently moves up-ice and has the gun to let his cannon shot go from wherever he has positioned himself in the offensive zone after the rush. A good passer and clearly a team leader. He acted as the primary shutdown shadow when Canada needed to keep both Forsberg & Grigorenko at bay in the Ivan Hlinka Tourney in August. He doesn't possess blazing speed or much size, but comes to play. He hopefully will get stronger and bigger. He received some playing time at forward towards the end of the year because of his immense offensive abilities. He is going to have to get under control on defense and not think each opportunity with the puck is THE one that he needs to gamble on."
9,2012,Jacob Trouba,"Heaviest shot in the draft. Power-play general who can skate it out of his zone or be a trailer on the attack. Fluid skater with great feet and balance that will allow him to separate the puck from attackers. A poised player who keeps calm and focused in the heat of battle. Has consistently shown in international competitions that he can play against the best junior players in the world, even though they were older than him."
15,2012,Cody Ceci,"Big thick-framed player with plenty of upside. Plays both ends well, and with good physicality and picks his spots with timed collisions and wall-work. He has decent mobility and balance and plays a positionally sound game. PP distributor who throws hard checks on defense. He needs to get quicker on his feet and in his decision-making but looks like a prospect who may project as a dependable strong two-way defenseman. May be a bit closer to NHL-ready than most other defenders except for Murray."
8,2012,Derrick Pouliot,"A give-no-ground good skating defender from the WHL. An offensive defenseman whose defensive game will improve as he continues working hard at the little things.  He is working at being a better shut-down player. Already a very polished transition player, due to a good jump and excellent awareness of when to take off and create a mismatch. Already an outstanding point man, as he effectively reads and reacts with pro-like passing ability. He has a great feel about where he can distribute the puck and give his teammates the best scoring opportunities. Positions himself well in his own zone and can return aggression if necessary."
5,2012,Morgan Rielly,"A strong, balanced, quick-footed skilled defensive prospect who led the Canadian contingent at the Ivan Hlinka Tourney in August. Shows all-around abilities and good instincts to eventually anchor an NHL pairing due to a cool calmness when QB-ing the play. Skates with a nice stride, and can pivot or turn away from pursuers, while passing the puck to an open attacker. His game includes creativity while jumping in, good decisions defensively, and a growing offensive toolbox that allows him to play at a quick pace. He rarely turns pucks over, and always positions himself to close down the attackers. In this strong class of defenders, he clearly exhibits the best power-play quarterbacking skills, whether it is with a pin-point pass or a carry through and passed the crowd. Dynamic offensive puck carrier who makes going up ice look easy."
6,2012,Hampus Lindholm,"Smart, steady skater with a solid two-way game, but basically is a defender that quietly and effectively plays strong in his end. Very mobile and agile for a big man. Good in his own and especially down low. Showns his muscles along the wall and in clearing the crease. Rarely attempts much more than the safe play. Will get bigger and stronger. Already uses his size. Long term development still needed, but many things to like about him. He was excellent in the Under 18 World Junior Tourney in May."
12,2012,Mikhail Grigorenko,"Tremendous talent who also has left Russia to cement the notion that he would be willing to stick around and be signed and assigned to development in North America. Shows signs that he is an emerging dominant player based on his size, balanced skating, speed, power, and puck-handling ability. He is a player who gets the attention of the opposition as they focus on preventing him from getting chances. He moves effortlessly as he goes on the attack. He sees the ice well and generates chances while making room for his linemates. His all-around game and focus are a work in progress, as he can tend to focus only on the offensive side, forgeting the other things that are necessary. He also has be accused of notching down when games are out of reach. He led all first-year players in the league with 85 points and 40 goals, and was second in assists with 45. Not easy to move off the puck, he projects as another high level Russian import who can make an impact in the NHL either on wing or center. He was accused of again disappearing in the World Under-18, and afterward it was announced he was diagnosed with mononucleosis. An interesting parallel is in the 2007 draft, when Logan Couture was still on the board at slot nine, due to the fact he had a lackluster draft year after getting mono and never truly recovered for the entire season. The difference is Couture was never considered an on-ice Jeckyll-Hyde player. No one will argue with the fact that if this young man commits, his upside is huge."
3,2012,Alex Galchenyuk,"Some might try and say that the Milwaukee-born Galchenyuk's fortunes are exclusively tied to Yakupov, but that is far from a fair assessment. He is a smart, skilled player in his own right, and may be one of the most complete all-around players in the draft. He is already over 6 feet, and growing. Like his linemate, Yakupov, he also moves well, with balance and powerful stride and is strong on the puck. Both are scorers and offensive generators, and difficult to typecast as one over the other. Has a strong hard wrist shot, but his biggest strength is his great stick-handling skills. Both players basically provided most of their Sarnia Jr. team's offensive. Galchenyuk reads the ice and takes full advantage of the situations to control the flow of play. His on-ice awareness, which gets him to the proper spaces offensively and in the other two zones, only makes him more dangerous. Dangles as well as any player in the draft and his top-end speed and drive to the net are in no way tied to his line mate. Exceptional hockey IQ (his father was a pro player) and selfless line mate who approaches the game, practice and off-ice regime like he is already a pro. Has communicated his interest to represent the USA in competition, thus separating himself for the ""Russian signing factor."" His early season ACL tear will limit him to 6 games late in the year. Teams know of his commitment and skills. In a draft as strong as this one, it is hard to believe that teams may target others over him, but it is difficult to believe he isn't selected in the first round despite his serious injury."
4,2012,Griffin Reinhart,"Huge player with huge upside. A big man who skates exceptionally well and has turns. Moves laterally with the fluidity of an average size player. Very cool under pressure and a very good ice general whose vision allows him to make the right play. Rarely beaten one on one due to his size. He has a strong shot from the point and is excellent at reading where to go with the puck. Can pass the puck on offense better than most. His bread and butter is his ability to move the puck up ice using his speed and accurate passing. He uses his size to be an aggressive physical force in his defensive zone, making him a more attractive prospect, filled with upside. The fact that his father, Paul, was an NHLer doesn't hurt either."
114,2013,Jan Kostalek,"Growing defender with good instincts and toughness. An excellent European prospect who unfortunately broke his collarbone in November 2012, just as he started to excel at showing his offensive prowess. Good four direction skater with playmaking ability.  Has a bit of edge and is a pretty good open-ice checker. His draft status may be hindered by that fact, and that he is good in all phases but hasn't really shown superiority in any one area. He was selected to the roster for the World Junior Under-18 Tournament in April."
1,2012,Nail Yakupov,"Burgeoning elite player who has dynamic puck skills, excellent on-ice vision, speed and an accurate shot. Plays with an edge and enjoys the gritty aspects, making more than one opposing player remember his sweater number. He is consistently able to explode into bigger players and knock them off their feet due to powerful speed and balance.  Scored over a 100 points in his transition year into North American hockey, and it is expected his pace will not slow down. He is a finisher, first and foremost, but also reads the play and makes the right play with the correct pass. His skating is what sets him apart, enabling tremendous lateral mobility. His burst and hands, combined with him doing everything at top speed, also make him very difficult to defend against. When necessary, he can make defenders look silly when he rockets in. Has an entire toolbox of moves and shots, and a one-timer that is hard to stop. Was offered millions to stay in Russia, but chose to get his $160 dollars/month to make the transition to the North American style with one purpose in mind: Make it to the NHL is the fall of 2012. Top pick or first tier prospect."
2,2012,Ryan Murray,"Elusive offensive player who displays strong leadership and offensive prowess for his team. He is an instinctive up-ice attacker, who is tremendous in transition. A beautiful skating stride lets him put his offensive instincts to work. He is already polished well beyond his age in terms of understanding and accomplishing all on-ice tasks. There is a very strong possibility he plays in the NHL next season. Has a high skill level to match his head, and passes the puck extremely well. Has strong awareness and positioning in his defensive zone."
111,2013,Robin Norell,"He was selected to the roster for the World Junior Under-18 Tournament in April 2013, where the smaller defender showed he was a mobile puck mover  who passes the puck extremely well and displays solid awareness and composure in the defensive zone. Has excellent mobility and is above average in transition. Pivots well, and has shown he can engage and close on defense. Will have to get bigger and stronger but looks like a prospect with upside."
108,2013,Ben Harpur,Has only played defense for two seasons. Displays the physical tools to continue improve on the backline. Sees an occasional shift up front.
109,2013,David Pope,"Big Fluid winger who is a second year eligible player with skills. Had an injury-marred season partially due to his attempts to play like a heavyweight when his body is still at featherweight. Displays good hands, feet and  nice shot, but needs to get stronger and buk up to continue upward development. Must be viewed as a long term project. Headed to the U of Nebraska-Omaha."
105,2013,Nick Moutrey,"Big left-handed centre-wing who has some touch and is unafraid to stand up for his teammates.  His over-all game is a work in progress and his first two steps, and mobilty have him tycast already as more of a North-South guy that has to work to stay with the play. At this juncture, he gets in the battle araes and uses his size to out-muscle and work pucks free and cause havoc in front.  He does have decent hands too. He does his best to block shots and use his size in his defensive zone. A very willing combatant too. Teams will have to decide whether they think he can to be a better shooter and shooter as they decide on his slottng. Projects as that front cloggingcentre and willing disruptor."
102,2013,Tobias Lindberg,"Big Swedish who has seen work at all three forward positions. Had great success at the lower rungs of the Swedish leagues as a scorer, but projects more a third liner in the pros. A work in progress"
107,2013,Dylan Labbé,"Solid defender on a weak junior team. Very smart in all zones and patiently goes to work with the walls falling around him. Good gap control, strong puck handler, strong outlet passer and a growing ability to be a strong up-ice carrier."
110,2013,Ryan Graves,"Big defender who doesn't shy away from fights and the rough going. Was named the major midget league’s top rookie defenceman for the 2010-2011 major midget hockey season. Still developing and adjusting to the quicker pace of junior, he is nonetheless an excellent long term developmental prospect of defense."
101,2013,Nicholas Paul,Wing who is improving his over all speed and skating to go with his powerful stride. Displays good hands and stick. Excellent stick-handler and strong on the puck. Tough to play against and also can drop'em. A first year player who shows huge upside.
98,2013,Matt Buckles,"Big Centre-Forward who projects as a power with in the pros. Hard working player whose on-ice commitment is contagious.  He shows some scoring ability to go with his fierce competitiveness to win all puck battles, but still need improvement  in the way of handling and carrying the puck. Committed to Cornell."
99,2013,Juuse Saros,"Smaller, stocky goaltender playing in the U-20 of Finland with considerable success. Years away from consideration as a possible pro goaltender, but shows excellent skills and upside. He was selected to the roster for the World Junior Under-18 Tournament in April and showed off his lightning quick reflexes, but the fact that he is undersized may see teams passing on him altogether."
103,2013,Justin Auger,Huge third year eligible winger with straight-line quickness and the power to set up in front. A work in progress.
104,2013,Andrew Coop,Second year eligible forward who many felt have football as his first choice. A great athlete and good skater who has worked his way up the University of Michagn roster to to six status.  He has much to learn but has shown some offensive ability to go with decent defensive abilty and hard work.
100,2013,Miles Wood,Lunch pail winger with excellent speed and compete.
97,2013,Michael Downing,"Big defender that is coming into his own. Shows physicality, a quick stick, long reach, mobility, and skill. Displays excellent reach, and poise when he has the puck, and passes very well up ice. Is not a polished up ice guy or on the PP, but shows potential to develop into a strong defensive defenseman who will control areas with his stick and physicality. His defensive game is a work in progress, his transition game will only get better. Tremendous upside. Committed to the University of Michigan."
95,2013,Felix Girard,"Tough under-6-footer who plays a hard-nosed game for 60 minutes. He is an energy player who has some skill, good feet, and lots of sandpaper. He was named to the Hockey Canada's National Men's Summer Under-18 Team selection camp that will compete at the 2011 Ivan Hlinka Memorial Tournament."
94,2013,Jackson Houck,"Hard working two way wing with a combination of physical edge and offensive prowess. Not the most polished skater at this point, but a punishing checker, quintescentail team player who can get the puck to the open man, and even chip in a big goal. Scored 23 goals and 57 points on a rebuilding Giants club that only won 21 games."
96,2013,Kyle Platzer,"Playing for a strong London club, he was buried on the lower lines with less chances to develop this last season. Some team may like what they see and select him with the hopes he can develop inot a strong two-way power wing down the road."
90,2013,Peter Cehlarik,"One of the younger players in the Swedish Elitserien, he has a high skill level and excellent wheels for a big man, with a quick release. Has a powerful stride and excellent balance. Not fast but quick, with soft hands and some dangle. Protects the puck well and has good instincts. He has a high long term upside as he develops playing against older and better players. He was selected to the roster for the World Junior Under-18 Tournament in April."
92,2013,Evan Cowley,"Another NAHL goaltender with great size and and emerging abilities. Since goaltenders traditionally are brought along slowly, he is on the radar as a long term developmental player."
89,2013,Oliver Bjorkstrand,"Opportunistic Danish import who displays quick hands and is always around the puck. His father Todd, played pro hockey in North America. Helps create chances with smart movement and strong, persistent forechecking. Top rookie scorer in the WHL. Knows how to attack, with very good stickhandling ability and soft hands. Not big, not fast, just makes plays. Unafraid to get dirty and throw hits. A member of his homeland’s team roster for the World Junior Under-20 at Christmas 2014."
86,2013,Sven Andrighetto,"2nd year eligible diminutive wing who is very skilled and will get consideration in the late rounds. Displays offensive tools in a compact size, and made every NHL team take notice with his play in the QMJHL playoffs. He QBs the pp from the point with a wiked one-timer.  Seems strong and durable enough to get consideration as  prospect who can advance into some level of the pro ranks."
85,2013,Cole Cassels,"The son of former NHLer Andrew is good face-off man with an excellent compete level nice speed, and good hands. Plays hard and his heavy shot sees time on the PP. Plays on a talent-laden club, but has not emerged as the cream of that crop, with minimual numbers and appears to be good at all phases, but doesn't stand in any of them at this juncture."
83,2013,Bogdan Yakimov,"Huge big-framed centre with good jump and excellent lateral movement. Excellent passionate competitor who can control the wall. Plays strong on the puck, and can look for the open man if he gets free, but likes to take the shot over trying to draw things to him and passing it off.  Is a load to move from the front once he bulls his way in and plants. Big heavy shot and quick release. May be an up and comer if his upward progression continues, and he gets better handling the puck on the move, and improves his skating."
93,2013,Mason Geertsen,"Projects as a defensive shutdown guy who is solid on his feet and a punishing checker, and open-ice hitter who closes the gaps in junior with excellent success. The added bonus is he is ready and willing fighter who will drop'em and give most combatants a handful."
88,2013,Anton Slepyshev,"Undrafted last year primarily due to the ""Russian factor."" He is an agile wing who shows exceptional offensive abilities and leads his team by his play. Already a strong two-way player. played on wing of Russia's top World Junior line. Not a player who woes you with extraordinary ability in one phase. He is simply good at all phases, and both PP and PK are strengths. Smart when carrying puck and will only get better as he fills out and gains strength. He has two years left on his deal in Russia so the team selecting him will wait two seasons before even getting him over the pond to adapt his play to the North American game."
87,2013,Keaton Thompson,"Joined Fargo as a 15 year old. Excellent all-around reliable defenseman with size, skill and some snarl.  Shows the makings of good all-around defenseman, due to his natural poise and balance, and all-around skating ability. Excellent competitor who can handle all situations, with poise and calm. Passes the puck really well. The team that drafts him knows from the get-go that his understanding and poise and abilities, with no long-term development to fix areas of concern. He was selected to the roster for the World Junior Under-18 Tournament in April."
82,2013,Carter Verhaege,"Raw but developing long term prospect who plays centre but may also project as a wing.  His skating has a hitch in it but I wouldn't say he cannot improve the stride. He does have a good burst and very good control of the biscuit when on the move. He is good in the dot. He sees and reads the offenisve zone. Handles the defensive zone well. Good hands in terms of stickhandling, but seems to have a poor release and never be a scorer. He nonetheless is an intriguing guy teams may look to as a guy farther down the road, as he clearly can play most phases well in junior. He was selected to the roster for the World Junior Under-18 Tournament in April."
84,2013,Jimmy Lodge,"Big skilled wing who is still growing into his body. He is very thin, but has plenty of room for added muscle and girth. A smart on-ice player who lines up at left wing, but also likes to attack from the right circle in. Long term pick who has considerable upside, due to his speed, quickness, scoring ability, soft hands and good vision. He has long term potential to round out as a gritty player with a developing skills package."
91,2013,J.C. Lipon,"Speedy Western league centre-wing who has blossomed with additional ice-time. The third year eligible has been a leading scorer / playmaker all season in the ""Dub"" and part of Canada's World Junior Tourney team."
78,2013,Marcus Högberg,"Plays big and does take up lots of space. Strong mechanics and calm under fire, he moves well in the butterfly and has a very good low game with quick pads, while still using his shoulders to close the top of the net."
75,2013,Pavel Buchnevich,"Stood out in international competitions with his high skill level. Creative player who is fearless in all parts of the offensive zone. A smooth skater who is deceptively quick with his soft hands which allow him to get loose and/or set up linemates. Fearless in traffic and is great in one-on-one.  A strong forechecker. The way he beats you is by coming out of a pack with the puck and using his lightning release to wrist it into the net before defensive players can react. As with all the Russian-based prospects, their final draft slottings are entirely tied to whether or not they are committed to crossing the pond and actually attempting to become NHLers. He was selected to the roster for the World Junior Under-18 Tournament in April."
80,2013,Anthony Duclair,"A year ago scored at a point-per-game pace and hasn't slowed much, with 50 points in 55 games this season. Great speed and dangle. Possesses great vision and is an offensive generator. Top-end elusiveness and puck skills. Can go wide on a defender and cut to the front. Needs to build strength and aggressiveness, but does surpirse with some heavy checks. Once thought of as a sure bet first round selection, his development didn't keep keep pace with the strong draft crop. He should start reaching those expectations with more minutes next season. Possesses plenty of skill and traits for a team select him and watch him develop as a scorer as well as a generator."
74,2013,John Hayden,"Big-framed centre-wing who plays hard and tough along the wall and in the front. Has a willingness ot block shots and do what he has to to make life difficult for the opposition. He is working on improvng his feet. Crashes the front of the net and causes significant commotion to the defenseman while doing so. Some might question just how much offensive upside he has, but further development may yield a polished and difficult to play against offensive player too. He was selected to the roster for the World Junior Under-18 Tournament in April."
73,2013,Ryan Kujawinski,"Big centre who skates well and leads the rush. He has quickness and good skills. Can use his wheels or out-finesse defenders when in the attack zone. Seems at his best when he plays like the big man that he is with a bit of nasty. Good hockey sense. Is effective defensively and on offensive, he is terrific when forcing the issue down low. Handles the puck very well and is a good set-up man. He may end up on wing, as he is less set-up man and more shoot first guy, where he displays a lightning fast wrist shot. His offensive production this season will have strong bearing on where he ends up being selected, as he only lit the lamp 17 times."
76,2013,Taylor Cammarata,Fearless smaller wing who is sturdy and quick. Committed to the University of Minnesota.
70,2013,Eamon McAdam,American born 'tender who will at the end of this season have three seasons in the USHL under his belt. Tall and thin. Handles the puck like a forward.  Committed to Penn State.
72,2013,Tyrell Goulbourne,"Under six foot team player who skates very well and gives maximum effort each time he steps on the sheet. Leads by example with hard work for all 200 feet and puts it all out there. A griity player who will block shots, take hits, and do anything to help his team win."
68,2013,Niklas Hansson,"Possible sleeper who plays in the Swedish Elite league has many of the qualities that the NHL has found in past selections from Sweden, except he isn't a towering presence, or at this point, a solid defender. What he does bring is an excellent all-around skill set, great wheels, and strong up-ice vison and instincts. Teams may look at him as a guy they select with the thought that his all around defensive game rounds out. Gamble or not, there is a pretty good chance he gets chosen at some point."
69,2013,Nick Baptiste,Big wing who moves well and plays strong down low and on the wall. Very good speed and quickness for a big man and great upside for this once high-scoring midget player. Uses his body and is above average speed in battles for the puck. Kills penalties. Is willing to take the hit to make the play. Displays a very good release with his shot.  He was selected to the roster for the World Junior Under-18 Tournament in April.
77,2013,Jake Guentzel,"Diminutive centre who has a high hockey IQ and feel for the play.  Has always managed to be an offensive threat at each level, due to his tremendous laterally quickness, and edging. Strong snap shot that he lets go at a moment's notice. Strong forechecker who drives possession. Displays good defensive committment. Must get stronger but will probably merit consideration due to his scoring ability."
64,2013,Jonathan Ismael Diaby,Huge youngster who is always willing to come to the aid of his teammates. Lanky defender is far from the finished product and will need time and patience as he develops. Possesses a heavy shot. Skates well for a big man and is slowing improving at his position.  His size has aid in him being view as a good puck shielder. A long term gamble that will need lots of time and work to ever play in the big leagues.
62,2013,Yan-Pavel Laplante,"Thick centreman whose gifts of girth, wheels, and skill project him as an aggressive power player at a future date. Plays in traffic and is unafraid of setting up in front. Is quick enough to beat junior defenders one on one. Plays like a grinder with a high compete level, and is good on the forecheck. An effective wall player. His junior team, P.E.I., often asks him to shoulder the load. On the radar as a power forward prospect, because he finishes checks, goes and back-checks on dee, and is plenty shifty when he has the puck.  He was selected to the roster for the World Junior Under-18 Tournament in April."
67,2013,Keegan Kanzig,"Projects as a big physical defenseman who takes care of business in his end, seeing plenty of minutes against the top opposition lines and on the PK. Skates well and closes gaps and clogs lanes with his stick. He doesn't display an advanced offensive side or do too much puck carrying, but plays to his strength with success. Plays with and edge, and doesn't lose fights. A bit more quickness will only improve his ablity to play his style."
66,2013,Brett Pesce,"Tall lanky defenseman with 4-way skating ability and very good offensive tools and hockey sense. A mature all around defender who has offensive upside. Excellent outlet passer, and defensively closes quickly and has an active stick. Distributes the puck well with good vision and patience as the PP pointman. Not shy of contact. Superb at controlling gaps and has an air of calmness to the way he plays his position. He is still not hefty enough to engage many bigger forwards, but he is great at taking the angles on them."
65,2013,Adam Tambellini,"All-around quality prospect with good feet, a great shot, and all-around game. Is growing bigger and stronger. He plays strong on the puck, and in the battle areas and never takes a shift off. Creates space and finds his way to the open spots. Has really good reach and projects as a wing if centre doesn't work out. Still needs time and hasn't played with top competition, but displays many fine characteristics that project him as an excellent developmental wing prospect down the road."
63,2013,Spencer Martin,"Bigger goaler with upside who saw nine games as back-up in Mississauga, and has assumed a starting role. Sound positionally, excellent reflexes, and glove. Has showed strong play on a team that isn't an elite one. Has excellent anticipation and lightning fast quickness, good rebound control, and has displayed elite level prospect skills and a bright developmental future.   He was selected to the roster for the World Junior Under-18 Tournament in April."
59,2013,Eric Comrie,"Developing goaler with strong glove, good lateral movement, and quick feet. Was a key component in Canada's Ivan Hlinka Tournament win. Has been a workhorse for his team and has shown great tools while advancing his game skyward. Rising talent who most assurdedly will be drafted early in June."
56,2013,Marc-Olivier Roy,"Wasn't a prolific scorer, but this season he surpassed last years goal totals by early November,and continued on with 67 points in 65 games. A full game motor like the energizer bunny. He possesses excellent speed, and plays in all situations. HAs some physicality to his game. He has a larger frame that could fill out even more. Has good size, strong motor, and a good hockey IQ."
58,2013,Tyler Bertuzzi,"Undersized, but very feisty wing who is a relentless buzzbomb shift after shift, makinguncle Todd proud. Plays in the battle zones, and dirty areas like he was a foot taller, and is sandpaper to the opposition. Overly aggressive, chippy and looking to battle."
55,2013,Artturi Lehkonen,"Under six footer with good speed, hands, and high-end passing ability. At the Ivan Hlinka tourney, he was the second best scorer. Great on-ice vision and skill set. Is simply a player that is opportunistic,always in the right spot and able to use his quick release to finish. Is one of thiose players that has that feel and advance sight, so he can distribute the puck to the right teammate or get to the open spot to receive it. The question is how well he fares against bigger stronger opposition. He was selected to the roster for the World Junior Under-18 Tournament in April."
57,2013,William Carrier,"The physical left winger had a strong 70 point season in 2011-12 and a good playoff. Solid frame,quickness, and big heavy shot. Projects as a bottom end player with scoring ability and upside. Was hampered by a ankle sprain for a significant portion of the schedule. It was easy to see how impacted the way scouts saw his skating ability, but he is a North-South player on a bad team, whose skating HAS improved a lot. Really strong on the puck, and his skates, with good hands and passing ability. He sees the ice well, and can throw a really hard it too."
61,2013,Zach Sanford,"Large wing  who has size, strength, a hockey head and outstanding hands at the Division One level. Good playmaker who moves well. Is an above average passer, and has a good backhander, and can play the game with puck while moving at his top speed. Good on his skates and has a strong stride, and also as good a short touch passer as you will see.  If he chooses to play more physically, there is huge upside in this large package."
60,2013,Linus Arnesson,"Big skilled Swede defender already playing in the Super-elite league. Tremedous upside based on toughness skill, smarts and feet. Maintains gaps as his four-way skating abilty let's him close down quickly. Up ice you won't see him going lateral but concentrating on straight ahead and head manning the puck. Sees the ice well, plays mistake-free, and is an excellent touch passer. Solid two way defender who thinks defense first and despite limited offensive upside and little snarl to his defensive game is an excellent prospect."
42,2013,Steve Santini,"Potential shut-down defender who takes care of his end with an edge. He is big, strong and effective. Possesses a physical demeanor that he uses to stop the opposition. Not afraid to drop'em. Has a hard point shot, and also is very good as a point passer. A smart player who reads and passes the puck well. A horse who plays big minutes and has untapped offensive potential. His work on defense is stand-up. He closes gaps and stands up many an attacker with checks. He was selected to the roster for the World Junior Under-18 Tournament in April. (Committed to Boston College.)"
41,2013,Robert Hägg,"Big sturdy D-man with significant upside on both sides of his game. Is a quick-stick player who loves to turn it up-ice and go. Plays with calm and confidence, especially when on the point, setting up the attack. Shows good quickness straight ahead, but needs better lateral agility, footwork,and gap closure. Projects as a second pairing NHL defender with ruggedness and good passing skill. He needs to handle the outside rushes and improve his gap control, as the faster NHL players will be a challenge, if he doesn't. His PP cannon shot seems to have a mind of it's own. He could end up a big punishing-type defender, and there is plenty of upside for him to pass that watermark. He was selected to the roster for the World Junior Under-18 Tournament in April."
53,2013,Madison Bowey,"High quality puck-carrier who is an all compass fleet power-skating attacker who distributes the puck well or just leads the attack. Out of the Kelowna system known for developing all-around smart defenders, he will be on all the scout's radar as the 2012-13 season goes on. Shows good gap control and handles his own end well. Strong & reliable defensively, and likes the physical aspects of his position. Will eventually improve his skills as a point man and PP QB. He was selected to the roster for the World Junior Under-18 Tournament in April and scored an in the crease goal in the Championship game."
54,2013,Philippe Desrosiers,"Athletic netminder who took ove rthe chores with the Oceanic as the number one goalie. He is a developing player who has improved in terms of his overall technique, and play. A long term  prospect who has improved his rebound control and over-all game.   He was selected to the roster for the World Junior Under-18 Tournament in April."
43,2013,Nic Petan,"Highly competitive little man with excellent acceleration and a really heavy shot. Can go wide on defenseman and battles for the puck and drives the net.  Backchecks, and attacks with the same quickness. His 120 points (including 74 assists) in 71 games tied him for the regular season scoring crown alongside linemate Brendan Leipsic, and 28 points in 21 games through the WHL playoffs. Teams will think hard if he is on the board, because he may be a Jordan Eberle clone. Explodes in transition, and soft hands and great skill. He will work to gain strength and get his weight to 175."
38,2013,Conner Hurley,"Youngest player in the draft as his birthday is the cut-off mark. He is a good two-way centre with surprising speed, good vision and a strong work ethic, and tempered physicalty. Strong on the puck and ellusive on the run, he is a smart and creative centre who has a quick shot to go with the quick motor.  Excellent agility, lightning jump and a fluid strong stride get him wherever he wants to be. Needs to get stronger."
37,2013,Valentin Zykov,"QMJHL transplant who look exceptional on the Russian Team in the Subway Series in November. Creative player who is scoring with regularity, he has entrenched himself into the Entry draft's  third tier of prospects. Projects as a wide body who has strong scoring ability.  Plays with grit and strong on the puck, and stranger is no to the corners.Was named the CHL rookie of the year. He has decent hands and he clicked and produced with his Drakkar linemates after a very ordinary career in Russia, might point to him being a better North American style player. The very fact he came over to adjust to the smaller North American rinks has NHL teams viewing him as a player who wants to be a future NHLer and not return to Russian before he has."
39,2013,Laurent Dauphin,"While a member of Phénix du Collège Esther-Blondin, was named the MVP of the Telus Cup, the Canadian national midget championship. Put his name into the conversation with a strong two goal prospects game. He plays on both the PP & PK, and wants the puck on his stick. Still very thin, he will need strength and weight training to continue to play past the junior level. He has excellent hands and instincts. He goes to the net extremely well. He was selected to the roster for the World Junior Under-18 Tournament in April."
35,2013,J.T. Compher,"Warrior with good speed, decent size, and fearlessness in battle areas. Positions himself well when his team is without the puck. Strong on his skates and very mobile. Excellent face-off man with a strong quick release on his shot. Throws the opposition off with his tenacity and infectious edge. Hockey sense plus scoring ability and relentless two-way commitment. A center who distributes the puck exceptionally well and shoots it well. Very strong and has good upside to grow an offensive game. Strong on his skates and a good diagnostician while moving with speed on the attack. He added quickness to his stride but can get quicker. He was selected to the roster for the World Junior Under-18 Tournament in April, and was arguably the best player in the US win in the semis. (Committed to the University of Michigan)"
